title,exp_years,city,level,category,year
E-commerce Specialist,1,Dokki,Entry Level,Software Engneering,2021
Business Analyst,3,Cairo,Experienced,Software Engneering,2021
Quality Control Engineer,5,Khanka,Experienced,Software Engneering,2021
Linux System Administrator,1,Cairo,Entry Level,Software Engneering,2021
Quality Assurance Associate (Fluent French...,1,Maadi,Entry Level,Software Engneering,2021
Customer Care Technical Support Supervisor,3,6th Of October,Manager,Software Engneering,2021
Service Reception Advisor,2,New Cairo,Experienced,Software Engneering,2021
Graphic Designer - 6th of October,3,6th Of October,Experienced,Software Engneering,2021
Customer Service Experience Manager - Cairo,8,Cairo,Manager,Software Engneering,2021
Junior Graphic Designer,0,Heliopolis,Entry Level,Software Engneering,2021
Product Photographer,1,New Cairo,Entry Level,Software Engneering,2021
Senior Sales Engineer (Lighting / Data...,3,New Cairo,Experienced,Software Engneering,2021
Content Publisher,1,Maadi,Entry Level,Software Engneering,2021
Marketing & Media Coordinator,2,Sheikh Zayed,Experienced,Software Engneering,2021
Graphic Designer,1,Nasr City,Entry Level,Software Engneering,2021
Technical Sales Engineer,2,Heliopolis,Experienced,Software Engneering,2021
Pre Sales Engineer,3,Nasr City,Experienced,Software Engneering,2021
Sales Engineer Electromechanical,2,Maadi,Experienced,Software Engneering,2021
Senior VOIP Engineer,3,Maadi,Experienced,Software Engneering,2021
Senior Treasury Accountant,4,Garden City,Experienced,Software Engneering,2021
Senior Research Scientist,3,Dokki,Experienced,Software Engneering,2021
UI/UX Designer,3,Monufya,Experienced,Software Engneering,2021
Purchasing Manager,7,Cairo,Manager,Software Engneering,2021
Senior UI UX Designer,3,Smart Village,Experienced,Software Engneering,2021
Art Director - Retail Background,5,Giza,Experienced,Software Engneering,2021
Junior .Net Desk Top Specialist (Desk Top...,1,Zaytoun,Entry Level,Software Engneering,2021
E Commerce Specialist,3,Obour City,Experienced,Software Engneering,2021
SAP Business One Consultant - Cairo,3,Maadi,Experienced,Software Engneering,2021
Technical Support Engineer,0,Giza,Entry Level,Software Engneering,2021
HR Manager,10,Dokki,Manager,Software Engneering,2021
Purchasing Manager,7,Nasr City,Manager,Software Engneering,2021
Mobile App Tester Internship,27,New Cairo,Manager,Software Engneering,2021
UI / UX Designer,2,Giza,Experienced,Software Engneering,2021
Social Media Specialist,2,New Cairo,Experienced,Software Engneering,2021
Technical Support Engineer,2,Heliopolis,Experienced,Software Engneering,2021
Email Marketing Specialist,2,Maadi,Experienced,Software Engneering,2021
Content Editor ( Gaming & Computer Hardware ),0,Katameya,Entry Level,Software Engneering,2021
Senior Sales Executive (Cairo/Alexandria),3,Cairo,Experienced,Software Engneering,2021
English Supervisor (Primary Stage),3,Haram,Manager,Software Engneering,2021
English Supervisor - Kindergarten,3,Haram,Manager,Software Engneering,2021
Salesforce Specialist,3,New Cairo,Experienced,Software Engneering,2021
UI/UX Designer,4,Cairo,Experienced,Software Engneering,2021
Storekeeper,0,Nasr City,Entry Level,Software Engneering,2021
Audit Section Head,5,Cairo,Manager,Software Engneering,2021
Senior Designer - PowerPoint & In Design Expert,4,Maadi,Experienced,Software Engneering,2021
Mechanical Maintenance Section Head - Dairies,5,10th Of Ramadan City,Manager,Software Engneering,2021
Digital Marketing Content Creator Specialist,4,Mohandessin,Experienced,Software Engneering,2021
Social Media Specialist Content Creator,3,Maadi,Manager,Software Engneering,2021
Oracle EBS/ Cloud HCM Functional Consultant,2,Cairo,Experienced,Software Engneering,2021
HR Officer (Cairo),1,Salam City,Entry Level,Software Engneering,2021
Call Center - Quality Assurance Coordinator,26,Mohandessin,Entry Level,Software Engneering,2021
Office Manager Internship,0,Nasr City,Entry Level,Software Engneering,2021
Office Manager Assistant - Internship,0,Nasr City,Entry Level,Software Engneering,2021
Quality Manager,10,Alexandria,Manager,Software Engneering,2021
Marketing Specialist,4,New Cairo,Experienced,Software Engneering,2021
Healthcare Marketing Manager,3,6th Of October,Manager,Software Engneering,2021
Network Support Consultant,4,Cairo,Experienced,Software Engneering,2021
Corporate Branding And Communication Executive,1,Cairo,Entry Level,Software Engneering,2021
Telesales Agent - Real Estate,1,Cairo,Entry Level,Software Engneering,2021
Senior System Administrator,3,New Cairo,Experienced,Software Engneering,2021
Online Payment & mCommerce Specialist,2,Cairo,Experienced,Software Engneering,2021
Online Payment & mCommerce Senior Analyst,5,Cairo,Manager,Software Engneering,2021
Senior Sales Executive,5,Maadi,Experienced,Software Engneering,2021
Senior Electrical Engineer - Technical Office,5,Mokattam,Experienced,Software Engneering,2021
Customer Care Manager - Cairo,10,Cairo,Manager,Software Engneering,2021
Telemarketing Specialist (B2B),2,Mohandessin,Experienced,Software Engneering,2021
Outdoor Sales Engineer - Alexandria,3,San Stefano,Experienced,Software Engneering,2021
MYP Coordinator,7,New Cairo,Manager,Software Engneering,2021
Project Manager,7,Ain Sokhna,Manager,Software Engneering,2021
Sales Team Leader - Real Estate,3,Victoria,Manager,Software Engneering,2021
Business Solution Analyst,5,Qasr ِAlnil,Experienced,Software Engneering,2021
Fashion Designer,2,10th Of Ramadan City,Experienced,Software Engneering,2021
Sales Support Agent,1,Cairo,Entry Level,Software Engneering,2021
Marketing & Sales Specialist (Fashion Field),3,Sheikh Zayed,Experienced,Software Engneering,2021
Junior Manual Tester,1,Maadi,Entry Level,Software Engneering,2021
Devops Engineer (Fully Remote),3,Cairo,Experienced,Software Engneering,2021
Senior Marketing Specialist,2,Smart Village,Experienced,Software Engneering,2021
Production Specialist,1,6th Of October,Entry Level,Software Engneering,2021
Marketing Specialist,3,Maadi,Experienced,Software Engneering,2021
Sr. Network Security Engineer,3,Cairo,Experienced,Software Engneering,2021
Junior Operations Engineer,0,Dokki,Entry Level,Software Engneering,2021
Business Unit Manager,15,Manial,Manager,Software Engneering,2021
Account Manager - E Commerce,2,6th Of October,Experienced,Software Engneering,2021
Senior Digital Marketing Specialist - Real Estate,4,New Cairo,Experienced,Software Engneering,2021
Mechanical Engineer - HVAC/Plumbing,5,New Cairo,Experienced,Software Engneering,2021
Digital Sales & Marketing Coordinator,1,Dokki,Entry Level,Software Engneering,2021
Reseller Account Manager,2,Nasr City,Experienced,Software Engneering,2021
Senior Quality Control Specialist,5,Heliopolis,Experienced,Software Engneering,2021
HR Generalist,0,Nasr City,Entry Level,Software Engneering,2021
Sales Representative,1,Manial,Entry Level,Software Engneering,2021
Risk Management Section Head,5,10th Of Ramadan City,Experienced,Software Engneering,2021
Big Data Manager,7,New Cairo,Manager,Software Engneering,2021
Senior Account Manager,7,Abdeen,Experienced,Software Engneering,2021
Cloud Presales Engineer,5,New Cairo,Experienced,Software Engneering,2021
Customer Handling Coordinator,1,Nasr City,Entry Level,Software Engneering,2021
MRP Specialist,0,Dokki,Entry Level,Software Engneering,2021
Operational Resilience Officer,2,New Cairo,Experienced,Software Engneering,2021
Senior QC Engineer,3,Sheikh Zayed,Experienced,Software Engneering,2021
Sales Executive,1,New Cairo,Entry Level,Software Engneering,2021
Corporate Branding & Communication Executive,2,Cairo,Experienced,Software Engneering,2021
HR & Administrative Operation Specialist,3,Maadi,Experienced,Software Engneering,2021
Digital Media Planner,3,Cairo,Experienced,Software Engneering,2021
Computer Instructor,0,Obour City,Entry Level,Software Engneering,2021
Account Director,10,Maadi,Manager,Software Engneering,2021
Financial Manager,13,Gharbia,Manager,Software Engneering,2021
Xceed Internship,0,Maadi,Manager,Software Engneering,2021
Training Coordinator,3,Cairo,Experienced,Software Engneering,2021
BI System Specialist,0,Cairo,Entry Level,Software Engneering,2021
Senior Digital Marketing Executive - Real Estate,4,Heliopolis,Experienced,Software Engneering,2021
Mechanical Sales Manager- Sheet Metal,5,Maadi,Manager,Software Engneering,2021
Microsoft Dynamics AX Consultant,1,Heliopolis,Entry Level,Software Engneering,2021
Digital Marketing Specialist - Content Creator...,4,Maadi,Experienced,Software Engneering,2021
"Sales Representative - Tbilisi, Georgia",1,Cairo,Entry Level,Software Engneering,2021
Shipping & Warehouse Shift Supervisor,2,10th Of Ramadan City,Experienced,Software Engneering,2021
Project Site Senior Engineer MEP,5,Dokki,Manager,Software Engneering,2021
Internal Audit Manager,10,Helwan,Manager,Software Engneering,2021
Project Site Senior Engineer MEP,5,Dokki,Manager,Software Engneering,2021
Project Site Engineer MEP,1,Dokki,Entry Level,Software Engneering,2021
Data Center Engineer,5,6th Of October,Experienced,Software Engneering,2021
Infrastructure Engineer,3,Smart Village,Experienced,Software Engneering,2021
Oracle SCM Technical Consultant,5,Riyadh,Experienced,Software Engneering,2021
Web Designer,2,Maadi,Experienced,Software Engneering,2021
UI UX Designer - Web & Mobile,0,Cairo,Manager,Software Engneering,2021
Senior Digital Marketing Specialist,5,Katameya,Experienced,Software Engneering,2021
Education Advisor - Maadi,1,Maadi,Entry Level,Software Engneering,2021
Education Advisor,1,Heliopolis,Entry Level,Software Engneering,2021
Electrical Commissioning Engineer,2,Cairo,Experienced,Software Engneering,2021
Group Director OF Legal Affairs - Cairo,10,Cairo,Manager,Software Engneering,2021
Installation Mechanical Engineer MEP,0,Dokki,Entry Level,Software Engneering,2021
Security Engineer,1,Maadi,Experienced,Software Engneering,2021
Purchasing Section Head,7,6th Of October,Manager,Software Engneering,2021
Network & Security Operations Engineer,3,Smart Village,Experienced,Software Engneering,2021
Technical Application Support Lead,5,Mokattam,Experienced,Software Engneering,2021
M&E Officer,5,Port Said,Experienced,Software Engneering,2021
GIS Project Manager Assistant,5,Nasr City,Experienced,Software Engneering,2021
CCTV Technician,3,New Cairo,Experienced,Software Engneering,2021
Senior UI/UX Designer,4,Cairo,Experienced,Software Engneering,2021
Microsoft Modern Workplace Sales Specialist,1,New Cairo,Entry Level,Software Engneering,2021
Microsoft Dynamics Sales Specialist,2,New Cairo,Experienced,Software Engneering,2021
UI UX Graphic Designer,2,Rehab City,Experienced,Software Engneering,2021
Purchasing / Procurement Specialist,3,Sheraton,Experienced,Software Engneering,2021
Purchasing Executive,5,6th Of October,Experienced,Software Engneering,2021
Systems Administrator,3,Giza,Experienced,Software Engneering,2021
Quality Control Section Head,10,Wadi Alnatrun,Manager,Software Engneering,2021
Warehouse Manager,6,New Cairo,Manager,Software Engneering,2021
Social Media Moderator (English ),1,Heliopolis,Experienced,Software Engneering,2021
Social Media Moderator (Arabic),2,Heliopolis,Entry Level,Software Engneering,2021
Senior Compliance & MLRO Officer,2,New Cairo,Experienced,Software Engneering,2021
Performance Management System Specialist,2,Dokki,Experienced,Software Engneering,2021
Marketing Manager / Fashion Retail,8,6th Of October,Manager,Software Engneering,2021
Business Analyst,1,New Damietta,Entry Level,Software Engneering,2021
Account Manager,3,New Cairo,Experienced,Software Engneering,2021
Financial Manager,10,Cairo,Manager,Software Engneering,2021
Admin Assistant,3,New Capital,Experienced,Software Engneering,2021
Deputy Marketing Manager For a Big Hospital in KSA,8,Maadi,Manager,Software Engneering,2021
Chemical Engineer,3,Obour City,Experienced,Software Engneering,2021
Content Creator,3,New Cairo,Experienced,Software Engneering,2021
Account Manager,0,Maadi,Entry Level,Software Engneering,2021
Social Media Manager (Creative Content Creator),3,Sheikh Zayed,Manager,Software Engneering,2021
Quality Assurance Specialist,5,6th Of October,Experienced,Software Engneering,2021
HR Generalist,1,Mohandessin,Entry Level,Software Engneering,2021
Data Analyst,3,Mohandessin,Experienced,Software Engneering,2021
Head Of Training - (American Football),5,Nasr City,Manager,Software Engneering,2021
Sales Lead,8,Alexandria,Manager,Software Engneering,2021
Online Fulfillment Specialist,5,Mohandessin,Experienced,Software Engneering,2021
Chief Financial Officer (CFO),5,New Cairo,Manager,Software Engneering,2021
Area Manager,10,Cairo,Manager,Software Engneering,2021
Storage Management SR.Engineer,1,Cairo,Entry Level,Software Engneering,2021
Electrical Design Engineer,3,Mokattam,Experienced,Software Engneering,2021
Localization Operation Manager,7,Mohandessin,Manager,Software Engneering,2021
Director OF Finance CFO,10,Maadi,Manager,Software Engneering,2021
E-Commerce Sales Account Manager,5,Maadi,Experienced,Software Engneering,2021
Deputy Marketing Manager,8,Maadi,Manager,Software Engneering,2021
Public Relations Specialist - Heliopolis...,2,Salam City,Experienced,Software Engneering,2021
Digital Marketing Manager,4,Maadi,Manager,Software Engneering,2021
Sales Representative - Real Estate,2,Sheraton,Experienced,Software Engneering,2021
Junior Data Scientist - Temporary Role,1,6th Of October,Entry Level,Software Engneering,2021
UX Designer,2,Mohandessin,Experienced,Software Engneering,2021
Client Relation Supervisor,4,6th Of October,Manager,Software Engneering,2021
Technical Office Engineer (Mechanical Design...,2,6th Of October,Experienced,Software Engneering,2021
Content Creator / Copy Writer,2,Cairo,Experienced,Software Engneering,2021
Maintenance Reliability Section Head,5,Wadi Alnatrun,Manager,Software Engneering,2021
Senior Business Analyst,7,Smart Village,Experienced,Software Engneering,2021
Fashion Designer,2,New Cairo,Experienced,Software Engneering,2021
Data Analyst,1,Cairo,Entry Level,Software Engneering,2021
"National Sales Manager ""Modern Trade""",7,New Cairo,Manager,Software Engneering,2021
Language Manager,7,Mohandessin,Manager,Software Engneering,2021
Architecture Engineer,2,Nasr City,Experienced,Software Engneering,2021
Digital Marketing Specialist,1,Dokki,Entry Level,Software Engneering,2021
Senior Business Analyst,5,6th Of October,Experienced,Software Engneering,2021
