title,company_name,location,exp_years,city,level,time,category,year
Senior Full Stack Software Developer,FlairsTech,"Maadi, Cairo",5,Maadi,Experienced,Full Time,Software Engneering,2021
Software Developer - Experienced,HITS Technologies,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2021
Principal Software Developer - VueJS,CrossWorkers,"New Cairo, Cairo",4,New Cairo,Experienced,Full Time,Software Engneering,2021
Senior Software Developer - VB.Net,CrossWorkers,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Mid-level Software Developer,52nd Solution,"Alexandria, Egypt",3,Alexandria,Experienced,Full Time,Software Engneering,2021
Software iSeries Developer,Target Recruitment  & HR Solutions,"Cairo, Egypt",5,Cairo,Experienced,Full Time,Software Engneering,2021
Software Development Engineer / Test SDET...,Cegedim,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Software Developer (.Net Core),Automated Systems,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
Software Java Developer (JPA),Fawry Banking & Payment Technology Services,"Smart Village, Giza",1,Smart Village,Entry Level,Full Time,Software Engneering,2021
Software Testing Engineer,World of systems and software,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2021
Software Developer,TAB ERP Solutions,"Nasr City, Cairo",2,Nasr City,Experienced,Full Time,Software Engneering,2021
Senior Software Developer (.NET),Veripark,"Cairo, Egypt",5,Cairo,Experienced,Full Time,Software Engneering,2021
Software Developer - PHP/Open Source,Flojics,"Alexandria, Egypt",3,Alexandria,Experienced,Full Time,Software Engneering,2021
Upper Egypt Area Manager (Operations),Bosta,"Assiut, Egypt",5,Assiut,Manager,Full Time,Software Engneering,2021
Senior Software Developer,Beyond Solution,"Maadi, Cairo",3,Maadi,Manager,Full Time,Software Engneering,2021
Senior Software Developer (.Net Core),Automated Systems,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Software Developer,Interact Technology Solutions,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
Software Development (Back End .Net) Team Lead,PaySky,"New Cairo, Cairo",5,New Cairo,Manager,Full Time,Software Engneering,2021
Software Mobile Developer,GET Group- Egypt,"Sheraton, Cairo",1,Sheraton,Entry Level,Full Time,Software Engneering,2021
Senior Software Developer,SABIS Educational Services,"Cairo, Egypt",5,Cairo,Experienced,Full Time,Software Engneering,2021
Software Developer,BlueCloud,"Sheraton, Cairo",0,Sheraton,Entry Level,Full Time,Software Engneering,2021
Senior Software Developer,GCSSD,"Cairo, Egypt",8,Cairo,Experienced,Full Time,Software Engneering,2021
Senior ADF Software Developer,Confidential,"New Cairo, Cairo",4,New Cairo,Experienced,Full Time,Software Engneering,2021
Senior Software Quality Control Engineer,Bnsights,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Senior Software Engineer C++,TrustSec,"Nasr City, Cairo",2,Nasr City,Experienced,Full Time,Software Engneering,2021
Software Developer,AK IT Consulting,"Nasr City, Cairo",5,Nasr City,Experienced,Full Time,Software Engneering,2021
Senior Software Developer,FRIDAL,"6th Of October, Giza",5,6th Of October,Experienced,Full Time,Software Engneering,2021
Software Engineer - Java Developer,Sumerge,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
Software Developer-Iamproperty Team (UK) -...,Procrew,"Alexandria, Egypt",3,Alexandria,Experienced,Full Time,Software Engneering,2021
Senior Software Developer,Brmaja,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Software Developer,Ahram Security Group,"10th Of Ramadan City, Sharqia",14,10th Of Ramadan City,Manager,Internship,Software Engneering,2021
IT Manager (Head Of IT) - (World Class...,Pillars,"Cairo, Egypt",10,Cairo,Manager,Full Time,IT Category,2021
Senior Software Developer (Focusing on .NET),TMentors,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2021
Senior Full Stack Software Developer (Focusing...,TMentors,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
Backend Software Developer,Genify.ai,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2021
Software Business Development Representative...,FlairsTech,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
Senior Embedded Software Engineer,PaySky,"New Cairo, Cairo",5,New Cairo,Experienced,Full Time,Software Engneering,2021
Software Developer - Front-End (React),Penta-b,"Nasr City, Cairo",1,Nasr City,Entry Level,Full Time,Software Engneering,2021
Senior Software Testing Engineer,Kashat,"Agouza, Giza",4,Agouza,Experienced,Full Time,Software Engneering,2021
Software Development Engineer (Machine Learning),Si-Ware Systems,"Sheraton, Cairo",0,Sheraton,Entry Level,Full Time,Software Engneering,2021
Senior Software Developer,Perfect Presentation,"6th Of October, Giza",5,6th Of October,Experienced,Full Time,Software Engneering,2021
Senior Quality Control Engineer (Software...,PaySky,"New Cairo, Cairo",5,New Cairo,Experienced,Full Time,Software Engneering,2021
IT Director,Confidential,"Heliopolis, Cairo",15,Heliopolis,Manager,Full Time,IT Category,2021
Senior Software Developer,eVision,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Senior Software Developer – “Angular 8+”,CrossWorkers,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
IT Technical Support Specialist,The Freak Company,"6th Of October, Giza",4,6th Of October,Experienced,Full Time,IT Category,2021
Senior Software Developer,Wisely Insure,"Sheraton, Cairo",3,Sheraton,Experienced,Full Time,Software Engneering,2021
Software Project Coordinator,Informatique Education,"Assiut, Egypt",2,Assiut,Experienced,Full Time,Software Engneering,2021
Software Team Leader - .Net Core + Angular,CrossWorkers,"New Cairo, Cairo",7,New Cairo,Manager,Full Time,Software Engneering,2021
Software Development Engineer (Test SDET...,Cegedim,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Senior PHP Developer,Qmind,"Heliopolis, Cairo",3,Heliopolis,Experienced,Full Time,Software Engneering,2021
IT Business Solutions Specialist,Union Group,"Obour City, Cairo",2,Obour City,Experienced,Full Time,IT Category,2021
IT Help Desk Specialist,Egypt University of Informatics (EUI),"New Capital, Cairo",3,New Capital,Experienced,Full Time,IT Category,2021
Senior Java Software Engineer - Jumia,Jumia,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
IT Manager,Option Travel,"Maadi, Cairo",10,Maadi,Manager,Full Time,IT Category,2021
Software Engineer Web Developer,Chubb life Insurance,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2021
IT Specialist,Kasrawy Group,"Abu Rawash, Giza",1,Abu Rawash,Entry Level,Full Time,IT Category,2021
IT Specialist,Tres Bon,"Heliopolis, Cairo",2,Heliopolis,Experienced,Full Time,IT Category,2021
Java Spring Developer Team Leader,Digital Force,"Heliopolis, Cairo",6,Heliopolis,Manager,Full Time,Software Engneering,2021
IT Manager,Confidential,"Dokki, Giza",12,Dokki,Manager,Full Time,IT Category,2021
IT Help Desk Specialist,Confidential,"10th Of Ramadan City, Sharqia",1,10th Of Ramadan City,Entry Level,Full Time,IT Category,2021
IT Help Desk,Metropolitan school,"New Cairo, Cairo",1,New Cairo,Entry Level,Full Time,IT Category,2021
IT Director,Our Education,"Nasr City, Cairo",5,Nasr City,Manager,Full Time,IT Category,2021
Market Research Analyst - Software Domain,IDC,"6th Of October, Giza",4,6th Of October,Experienced,Full Time,Software Engneering,2021
IT Technical Support Engineer,Digital Force,"Heliopolis, Cairo",3,Heliopolis,Experienced,Full Time,IT Category,2021
IT Service Desk Officer,AXA Egypt,"New Cairo, Cairo",1,New Cairo,Entry Level,Full Time,IT Category,2021
IT Technical Support Specialist,Compu master,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,IT Category,2021
IT Help Desk Specialist,E3mel Business for Financial & Managerial Consultancy,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,IT Category,2021
Java Developer,Optimum Solutions,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
IT Specialist,Designy,"Maadi, Cairo",2,Maadi,Experienced,Full Time,IT Category,2021
IT Academic Coordinator,New Generation International Schools,"Obour City, Cairo",2,Obour City,Experienced,Full Time,IT Category,2021
Software Delivery Manager,PaySky,"New Cairo, Cairo",6,New Cairo,Manager,Full Time,Software Engneering,2021
Software Business Development Representative...,FlairsTech,"Smouha, Alexandria",2,Smouha,Experienced,Full Time,Software Engneering,2021
Junior IT Specialist,Jessour Misr,"Abu Rawash, Giza",1,Abu Rawash,Entry Level,Full Time,IT Category,2021
IT System Administrator,Unimix Egypt for Readymix concrete,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,IT Category,2021
IT Specialist,Confidential,"New Cairo, Cairo",1,New Cairo,Entry Level,Full Time,IT Category,2021
Software Technical Lead,Dryve,"Cairo, Egypt",8,Cairo,Manager,Full Time,Software Engneering,2021
IT Operation System Specialist,Confidential,"Cairo, Egypt",3,Cairo,Experienced,Full Time,IT Category,2021
IT Technical Support Specialist,Sky Holding,"Heliopolis, Cairo",2,Heliopolis,Experienced,Full Time,IT Category,2021
IT Executive,InfoFort Egypt S.A.E.,"Giza, Egypt",2,Giza,Experienced,Full Time,IT Category,2021
Human Resources Business Partner (IT Background),360Imaging,"Dokki, Giza",5,Dokki,Experienced,Full Time,IT Category,2021
IT Specialist,Confidential,"Sheraton, Cairo",4,Sheraton,Experienced,Full Time,IT Category,2021
IT Support Specialist - Hardware,Hamza Group,"6th Of October, Giza",2,6th Of October,Experienced,Full Time,IT Category,2021
IT System Administration Engineer- Alexandria,Advanced Chemical Industries,"Smouha, Alexandria",1,Smouha,Entry Level,Full Time,IT Category,2021
IT Technical Support Specialist,Confidential,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,IT Category,2021
IT Support Engineer,Confidential,"Heliopolis, Cairo",2,Heliopolis,Experienced,Full Time,IT Category,2021
IT Specialist,Somabay,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,IT Category,2021
IT Team Lead,El-Sewedy Electrometer,"6th Of October, Giza",5,6th Of October,Manager,Full Time,IT Category,2021
IT Help Desk أخصائي دعم تقني,Eldib & Co,"Alkhalifa, Cairo",1,Alkhalifa,Entry Level,Full Time,IT Category,2021
Software Business Analyst,Rowaad,"Nasr City, Cairo",2,Nasr City,Experienced,Full Time,Software Engneering,2021
Senior Sales Account Manager - IT Infrastructure,Compuroots,"Nasr City, Cairo",1,Nasr City,Entry Level,Full Time,IT Category,2021
IT Manager,StatsBomb,"Nasr City, Cairo",3,Nasr City,Manager,Full Time,IT Category,2021
IT Administrator,Kama Manufacturing,"10th Of Ramadan City, Sharqia",0,10th Of Ramadan City,Entry Level,Full Time,IT Category,2021
IT Help Desk Technician,AIU,"Alamein, Matruh",2,Alamein,Experienced,Full Time,IT Category,2021
IT Help Desk Specialist,Dulex Lab,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,IT Category,2021
IT Technical Support Specialist,Chubb life Insurance,"New Cairo, Cairo",1,New Cairo,Entry Level,Full Time,IT Category,2021
IT Support Specialist,Aman,"Giza, Egypt",3,Giza,Experienced,Full Time,IT Category,2021
IT Engineer,Etisalat Misr,"Cairo, Egypt",6,Cairo,Experienced,Full Time,IT Category,2021
Android Software Engineer - Alexandria,Softxpert Incorporation,"Alexandria, Egypt",1,Alexandria,Entry Level,Full Time,Software Engneering,2021
IT Help Desk Specialist,Major for Construction and Decoration,"Cairo, Egypt",3,Cairo,Experienced,Full Time,IT Category,2021
IT Technical Support Specialist,Egypt University of Informatics (EUI),"New Capital, Cairo",5,New Capital,Experienced,Full Time,IT Category,2021
Network Support Engineer (Global Multinational...,Pillars,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
IT Enhancement Services Officer,Raya Customer Experience,"New Cairo, Cairo",5,New Cairo,Manager,Full Time,IT Category,2021
IT Help Desk Specialist,Dough and More Food Industries,"6th Of October, Giza",1,6th Of October,Entry Level,Full Time,IT Category,2021
IT Infrastructure Engineer,Confidential,"Riyadh, Saudi Arabia",5,Riyadh,Experienced,Full Time,IT Category,2021
IT Help Desk Specialist,Confidential,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,IT Category,2021
Senior Mobile App Developer,Qmind,"Heliopolis, Cairo",3,Heliopolis,Experienced,Full Time,Software Engneering,2021
Software Tester,Caduceus Lane,"Alexandria, Egypt",3,Alexandria,Experienced,Full Time,Software Engneering,2021
IT Technical Support Specialist,Shawermer,"Heliopolis, Cairo",5,Heliopolis,Experienced,Full Time,IT Category,2021
HR Generalist (IT Field Experience),Confidential,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,IT Category,2021
IT Help Desk Specialist,Orient,"Maadi, Cairo",2,Maadi,Experienced,Full Time,IT Category,2021
Senior .Net Developer,Qmind,"Heliopolis, Cairo",5,Heliopolis,Experienced,Full Time,Software Engneering,2021
IT Help Desk,The First Microfinance,"Aswan, Aswan",2,Aswan,Experienced,Full Time,IT Category,2021
Full Stack Web Developer - C# ASP.NET - Alexandria,SGS-UAE,"Smouha, Alexandria",2,Smouha,Experienced,Full Time,Software Engneering,2021
IT Manager,Digital Move,"Maadi, Cairo",7,Maadi,Manager,Full Time,IT Category,2021
Software Tester,Deli Techno,"Alexandria, Egypt",1,Alexandria,Entry Level,Full Time,Software Engneering,2021
IT Customer Support,Computer Remarketing Services,"Cairo, Egypt",5,Cairo,Experienced,Full Time,IT Category,2021
IT Manager,Seera Group,"Mohandessin, Giza",7,Mohandessin,Manager,Full Time,IT Category,2021
IT Network Engineer,ShadyPack,"Obour City, Cairo",0,Obour City,Entry Level,Full Time,IT Category,2021
IT Specialist,The Freak Company,"6th Of October, Giza",3,6th Of October,Experienced,Full Time,IT Category,2021
Senior Software Tester - Alexandria,ISFP,"Smouha, Alexandria",2,Smouha,Experienced,Full Time,Software Engneering,2021
IT Manager,Egyptian Cultural Center,"Nasr City, Cairo",5,Nasr City,Manager,Full Time,IT Category,2021
Software Business Analyst - Mansoura,"qTech. ""AlQemam""","Mansoura, Dakahlia",1,Mansoura,Entry Level,Full Time,Software Engneering,2021
IT Specialist (SaaS),BI-Technologies,"New Cairo, Cairo",1,New Cairo,Entry Level,Full Time,IT Category,2021
IT Project Manager,Ghalioungui,"Mokattam, Cairo",3,Mokattam,Experienced,Full Time,IT Category,2021
Software Business Analyst,GET Group- Egypt,"Sheraton, Cairo",1,Sheraton,Entry Level,Full Time,Software Engneering,2021
IT Technical Support Specialist,Confidential,"Mohandessin, Giza",2,Mohandessin,Experienced,Full Time,IT Category,2021
Senior PHP Software Engineer - Alexandria,Softxpert Incorporation,"Alexandria, Egypt",3,Alexandria,Experienced,Full Time,Software Engneering,2021
Software Quality Control Engineer,Softxpert Incorporation,"Alexandria, Egypt",1,Alexandria,Entry Level,Full Time,Software Engneering,2021
IT Sales Account manager-Female,Klenka,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,IT Category,2021
IT Engineer,Mamiba,"Mohandessin, Giza",3,Mohandessin,Experienced,Full Time,IT Category,2021
IT Administrator,Decorama,"Cairo, Egypt",5,Cairo,Experienced,Full Time,IT Category,2021
Senior Software Engineer - Sharepoint (3 Months...,Confidential,"Nasr City, Cairo",5,Nasr City,Experienced,Full Time,Software Engneering,2021
Software Testing Engineer,CloudInn,"Dokki, Giza",1,Dokki,Entry Level,Full Time,Software Engneering,2021
Java Software Engineer,Deben TMS,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
IT Specialist,Cultiv,"Heliopolis, Cairo",3,Heliopolis,Experienced,Full Time,IT Category,2021
Software Sales Representative.,AK IT Consulting,"Nasr City, Cairo",1,Nasr City,Entry Level,Full Time,Software Engneering,2021
Senior .NET Software Engineer,DBS,"Cairo, Egypt",5,Cairo,Experienced,Full Time,Software Engneering,2021
IT Technical Support Specialist,Andalusia Group,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,IT Category,2021
IT Help Desk Agent,Family Corporation,"Heliopolis, Cairo",2,Heliopolis,Experienced,Full Time,IT Category,2021
Senior Full Stack Web Developer,Amanleek,"New Cairo, Cairo",4,New Cairo,Experienced,Full Time,Software Engneering,2021
C++ Software Engineer,360Imaging,"Dokki, Giza",1,Dokki,Entry Level,Full Time,Software Engneering,2021
Senior Software Engineer - C++,Expandium,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2021
Senior Wordpress Developer,ProfileTree,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
IT Help Desk Engineer - Nile Badrawi Hospital,Cleopatra Hospitals Group,"Maadi, Cairo",2,Maadi,Experienced,Full Time,IT Category,2021
IT Help Desk Specialist,Confidential,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,IT Category,2021
Telesales Agent (IT Services),reBuyTech,"6th Of October, Giza",2,6th Of October,Experienced,Full Time,IT Category,2021
IT Help Desk Engineer,Scientific Zone,"Heliopolis, Cairo",2,Heliopolis,Experienced,Full Time,IT Category,2021
IT Lead,Masary,"Cairo, Egypt",6,Cairo,Experienced,Full Time,IT Category,2021
Software Tester - QA,Dayra,"Zamalek, Cairo",1,Zamalek,Entry Level,Full Time,Software Engneering,2021
Senior IT Infrastructure Engineer,IGI-Group,"Sheikh Zayed, Giza",2,Sheikh Zayed,Experienced,Full Time,IT Category,2021
Senior Software Engineer (Ruby On Rails),Premier Services and Recruitment,"Cairo, Egypt",5,Cairo,Experienced,Full Time,Software Engneering,2021
IT System Administrator,PICO,"Zamalek, Cairo",3,Zamalek,Experienced,Full Time,IT Category,2021
QA Software Tester - Automated Testing,Confidential,"Cairo, Egypt",4,Cairo,Experienced,Full Time,Software Engneering,2021
Software Sales Executive,DewanSoft,"Haram, Giza",1,Haram,Entry Level,Full Time,Software Engneering,2021
IT Network Specialist,Confidential,"6th Of October, Giza",2,6th Of October,Experienced,Full Time,IT Category,2021
Software Tester / Quality Control Engineer -...,"qTech. ""AlQemam""","Mansoura, Dakahlia",1,Mansoura,Entry Level,Full Time,Software Engneering,2021
IT Help Desk Specialist,Confidential,"Sheraton, Cairo",0,Sheraton,Entry Level,Full Time,IT Category,2021
IT Engineer,El Panda Co. For Import and Export And Trading Agencies,"Abbassia, Cairo",3,Abbassia,Experienced,Full Time And Part Time,IT Category,2021
IT Help Desk Agent,AluNile,"6th Of October, Giza",1,6th Of October,Entry Level,Full Time,IT Category,2021
IT Help Desk,Minlo,"New Nozha, Cairo",2,New Nozha,Experienced,Full Time,IT Category,2021
IT Engineer,INTECH,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,IT Category,2021
IT Manager,Confidential,"Maadi, Cairo",8,Maadi,Manager,Full Time,IT Category,2021
Software Tester,Nana,"Sheraton, Cairo",3,Sheraton,Experienced,Full Time,Software Engneering,2021
Junior Quality Control Engineer - Software Testing,Caelum Egypt,"Dokki, Giza",1,Dokki,Entry Level,Full Time,Software Engneering,2021
IT Specialist,Teqneyat,"Mohandessin, Giza",3,Mohandessin,Experienced,Full Time,IT Category,2021
Software Integration Engineer,Penta-b,"Nasr City, Cairo",2,Nasr City,Experienced,Full Time,Software Engneering,2021
iOS Developer- Damietta,Delta care - دلتاكير,"New Damietta, Damietta",2,New Damietta,Experienced,Full Time,Software Engneering,2021
IT Help Desk Specialist,Lizard,"Zamalek, Cairo",1,Zamalek,Entry Level,Full Time,IT Category,2021
IT Techn Support Specialist,MCV,"Alsalihiyyah Aljadidah, Sharqia",1,Alsalihiyyah Aljadidah,Entry Level,Full Time,IT Category,2021
IT Help Desk,Industrial Development Group - IDG,"Giza, Egypt",5,Giza,Experienced,Full Time,IT Category,2021
IT Help Desk Specialist - HQ,Ceramica Cleopatra,"Mohandessin, Giza",1,Mohandessin,Entry Level,Full Time,IT Category,2021
IT Project Engineer,Target Recruitment  & HR Solutions,"Cairo, Egypt",3,Cairo,Experienced,Full Time,IT Category,2021
IT Support Engineer,Confidential,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,IT Category,2021
Software Project Manager,Dexef,"Maadi, Cairo",5,Maadi,Experienced,Full Time,Software Engneering,2021
Senior Software Integration Engineer,Masria Digital Payment (MDP),"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Software Implementer,Smart Zone,"Nasr City, Cairo",2,Nasr City,Experienced,Full Time,Software Engneering,2021
IT Help Desk Agent,GlobeMed Egypt,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,IT Category,2021
Senior Software Engineer,Brantu AB,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
IT Help Desk Specialist,Max Muscle,"New Cairo, Cairo",1,New Cairo,Entry Level,Full Time,IT Category,2021
IT Specialist,Micro Engineering,"Heliopolis, Cairo",1,Heliopolis,Entry Level,Full Time,IT Category,2021
Sales Account Manager - Software,Wireless Dynamics,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
IT Specialist,Lucky,"6th Of October, Giza",2,6th Of October,Experienced,Full Time,IT Category,2021
Software Team Leader– PHP,CrossWorkers,"New Cairo, Cairo",7,New Cairo,Manager,Full Time,Software Engneering,2021
Software Test Automation Engineer,AFKAR Technology,"Smart Village, Giza",2,Smart Village,Experienced,Full Time,Software Engneering,2021
Senior Software Sales Representative,AK IT Consulting,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2021
Senior Sales Account Manager - Software,Digitize Flow,"6th Of October, Giza",5,6th Of October,Experienced,Full Time,Software Engneering,2021
International Recruitment & Development Advisor,Médecins Sans Frontières / أطباء بلا حدود  - International field work,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
Senior Software QC Engineer,Future Face,"Nasr City, Cairo",4,Nasr City,Experienced,Full Time,Software Engneering,2021
Software Testing Engineer,Confidential,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
Mobile Software Engineer- Android,SIA,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
Software Configuration Management Administrator...,ISFP,"Smouha, Alexandria",5,Smouha,Experienced,Full Time,Software Engneering,2021
Sales Account Manager (B2B) - Software Solutions,Confidential,"New Cairo, Cairo",1,New Cairo,Entry Level,Full Time,Software Engneering,2021
Software Production Team Leader,Icity,"Maadi, Cairo",5,Maadi,Manager,Full Time,Software Engneering,2021
Embedded System Software -,IEGco,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2021
Software Engineer - C++,Expandium,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2021
Senior Software Project Manager - Cairo,Confidential,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
Junior Software Quality Engineer,classera.,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,Software Engneering,2021
Senior Software Automation Tester,Luftborn,"Heliopolis, Cairo",3,Heliopolis,Experienced,Full Time,Software Engneering,2021
IT Assistant Specialist,Elif Global,"6th Of October, Giza",0,6th Of October,Entry Level,Full Time,IT Category,2021
Software Tester - Fresh graduate,Alexandria For Programming,"Bolkly, Alexandria",1,Bolkly,Entry Level,Full Time,Software Engneering,2021
IT Help Desk Specialist - Safaga,MTS,"Safaga, Red Sea",3,Safaga,Experienced,Full Time,IT Category,2021
IT Oracle Function Support Engineer,Emaar,"Mokattam, Cairo",3,Mokattam,Experienced,Full Time,IT Category,2021
IT Help Desk Specialist,Confidential,"Nasr City, Cairo",2,Nasr City,Experienced,Full Time,IT Category,2021
IT Project Manager,Confidential,"Riyadh, Saudi Arabia",5,Riyadh,Manager,Full Time,IT Category,2021
Junior Software Business Analyst / Product Owner,Onecard,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2021
Senior Software Engineer,THE PLATFORM,"New Cairo, Cairo",4,New Cairo,Manager,Full Time,Software Engneering,2021
Full Stack Software Engineer - Remotely,KaGoal,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
Software Sales Specialist,"qTech. ""AlQemam""","Nasr City, Cairo",2,Nasr City,Experienced,Full Time,Software Engneering,2021
Software Delivery Admin,Paxerahealth Corp,"Smart Village, Giza",1,Smart Village,Entry Level,Full Time,Software Engneering,2021
Software Testing Engineer (API & Backend Testing),Fawry Banking & Payment Technology Services,"6th Of October, Giza",2,6th Of October,Experienced,Full Time,Software Engneering,2021
PHP Software Engineer,OctopusPro Pty Ltd,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2021
Senior Software Engineer,YELO,"Sheraton, Cairo",5,Sheraton,Experienced,Full Time,Software Engneering,2021
Sr. Software QA Engineer - Full Time 6 Months...,Minds,"Nasr City, Cairo",2,Nasr City,Experienced,Full Time,Software Engneering,2021
Software Engineer - Kuwait,RDI,"Hawally, Kuwait",6,Hawally,Experienced,Full Time,Software Engneering,2021
Senior Software Technical Support Engineer,GET Group- Egypt,"Sheraton, Cairo",7,Sheraton,Experienced,Full Time,Software Engneering,2021
Senior Back-End Developer (PHP),Togar,"Nozha, Cairo",2,Nozha,Experienced,Full Time,Software Engneering,2021
Senior Backend Software Engineer,Garment IO,"Sheikh Zayed, Giza",3,Sheikh Zayed,Experienced,Full Time,Software Engneering,2021
Software Engineer - Back End (Remotely),KaGoal,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
Software Testing Engineer,Amjaad Technology,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2021
IT Auditor,Aman Holding,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,IT Category,2021
PHP Software Engineering Lead,Confidential,"Nasr City, Cairo",4,Nasr City,Manager,Full Time,Software Engneering,2021
Software Quality Control Tester - Alexandria,NetEra,"San Stefano, Alexandria",1,San Stefano,Entry Level,Full Time,Software Engneering,2021
Software Sales Manager,Dimofinf Operations Center,"Nasr City, Cairo",5,Nasr City,Manager,Full Time,Software Engneering,2021
Lead Software Engineer - Python Back End,LxT,"Mohandessin, Giza",6,Mohandessin,Manager,Full Time,Software Engneering,2021
Software Sales Executive,Div Systems,"Mokattam, Cairo",2,Mokattam,Experienced,Full Time,Software Engneering,2021
Software Project Manager,Mendel,"Sheraton, Cairo",5,Sheraton,Experienced,Full Time,Software Engneering,2021
Senior Java Software Engineer,Hatley App,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2021
Senior PHP Software Engineer,Confidential,"Nasr City, Cairo",4,Nasr City,Experienced,Full Time,Software Engneering,2021
IT Operations Department Manager,B.Tech,"Nasr City, Cairo",10,Nasr City,Manager,Full Time,IT Category,2021
Software Engineer,SurgiNovi,"Sheikh Zayed, Giza",2,Sheikh Zayed,Experienced,Full Time,Software Engneering,2021
IT Specialist,Mediterraneo Trading,"New Damietta, Damietta",5,New Damietta,Experienced,Full Time,IT Category,2021
Senior Software Tester,Expert Apps,"Maadi, Cairo",5,Maadi,Experienced,Full Time,Software Engneering,2021
IT Demand Analyst / Engineer,Confidential,"Cairo, Egypt",0,Cairo,Entry Level,Full Time,IT Category,2021
Software Lead Generation Executive,Restart Technology,"Heliopolis, Cairo",1,Heliopolis,Entry Level,Full Time,Software Engneering,2021
Senior Software Engineer,Dalia,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Senior Mobile Application Developer (Flutter),Adwat,"Alexandria, Egypt",5,Alexandria,Experienced,Full Time,Software Engneering,2021
IT Manager,Arma,"Heliopolis, Cairo",10,Heliopolis,Manager,Full Time,IT Category,2021
IT Specialist,Al-Madina,"Masr Al Qadima, Cairo",3,Masr Al Qadima,Experienced,Full Time,IT Category,2021
Ruby On Rails Developer,FlairsTech,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
